peptide_name,R33P01_01_N003_IBD-Chile_A_T_C2,R33P01_02_N006_IBD-Chile_A_T_C2,R33P01_03_N008_IBD-Chile_A_T_C2,R33P01_04_N011_IBD-Chile_A_T_C2,R33P01_05_N013_IBD-Chile_A_T_C2,R33P01_06_N014_IBD-Chile_A_T_C2,R33P01_07_N015_IBD-Chile_A_T_C2,R33P01_08_N018_IBD-Chile_A_T_C2,R33P01_09_N020_IBD-Chile_A_T_C2,R33P01_10_N021_IBD-Chile_A_T_C2,R33P01_11_N022_IBD-Chile_A_T_C2,R33P01_12_N023_IBD-Chile_A_T_C2,R33P01_13_N025_IBD-Chile_A_T_C2,R33P01_14_N027_IBD-Chile_A_T_C2,R33P01_15_N029_IBD-Chile_A_T_C2,R33P01_16_N030_IBD-Chile_A_T_C2,R33P01_17_N031_IBD-Chile_A_T_C2,R33P01_18_N032_IBD-Chile_A_T_C2,R33P01_19_N036_IBD-Chile_A_T_C2,R33P01_20_N037_IBD-Chile_A_T_C2,R33P01_21_N038_IBD-Chile_A_T_C2,R33P01_22_N040_IBD-Chile_A_T_C2,R33P01_23_N042_IBD-Chile_A_T_C2,R33P01_24_N043_IBD-Chile_A_T_C2,R33P01_25_N046_IBD-Chile_A_T_C2,R33P01_26_N052_IBD-Chile_A_T_C2,R33P01_27_N053_IBD-Chile_A_T_C2,R33P01_28_N054_IBD-Chile_A_T_C2,R33P01_29_N057_IBD-Chile_A_T_C2,R33P01_30_N058_IBD-Chile_A_T_C2,R33P01_31_N059_IBD-Chile_A_T_C2,R33P01_32_N061_IBD-Chile_A_T_C2,R33P01_33_N065_IBD-Chile_A_T_C2,R33P01_34_N068_IBD-Chile_A_T_C2,R33P01_35_N069_IBD-Chile_A_T_C2,R33P01_36_N073_IBD-Chile_A_T_C2,R33P01_37_N083_IBD-Chile_A_T_C2,R33P01_38_N088_IBD-Chile_A_T_C2,R33P01_39_N089_IBD-Chile_A_T_C2,R33P01_40_N090_IBD-Chile_A_T_C2,R33P01_41_001_IBD-Chile_A_T_C2,R33P01_42_002_IBD-Chile_A_T_C2,R33P01_43_N005_IBD-Chile_A_T_C2,R33P01_44_N010_IBD-Chile_A_T_C2,R33P01_45_N012_IBD-Chile_A_T_C2,R33P01_46_N016_IBD-Chile_A_T_C2,R33P01_47_N017_IBD-Chile_A_T_C2,R33P01_48_N024_IBD-Chile_A_T_C2,R33P01_49_N026_IBD-Chile_A_T_C2,R33P01_50_N028_IBD-Chile_A_T_C2,R33P01_51_N033_IBD-Chile_A_T_C2,R33P01_52_N034_IBD-Chile_A_T_C2,R33P01_53_N035_IBD-Chile_A_T_C2,R33P01_54_N041_IBD-Chile_A_T_C2,R33P01_55_N044_IBD-Chile_A_T_C2,R33P01_56_N045_IBD-Chile_A_T_C2,R33P01_57_N047_IBD-Chile_A_T_C2,R33P01_58_N049_IBD-Chile_A_T_C2,R33P01_59_N050_IBD-Chile_A_T_C2,R33P01_60_N051_IBD-Chile_A_T_C2,R33P01_61_N055_IBD-Chile_A_T_C2,R33P01_62_N060_IBD-Chile_A_T_C2,R33P01_63_N063_IBD-Chile_A_T_C2,R33P01_64_N064_IBD-Chile_A_T_C2,R33P01_65_N066_IBD-Chile_A_T_C2,R33P01_66_N067_IBD-Chile_A_T_C2,R33P01_67_N070_IBD-Chile_A_T_C2,R33P01_68_N071_IBD-Chile_A_T_C2,R33P01_69_N072_IBD-Chile_A_T_C2,R33P01_70_N074_IBD-Chile_A_T_C2,R33P01_71_N076_IBD-Chile_A_T_C2,R33P01_72_N078_IBD-Chile_A_T_C2,R33P01_73_N079_IBD-Chile_A_T_C2,R33P01_74_N080_IBD-Chile_A_T_C2,R33P01_75_N081_IBD-Chile_A_T_C2,R33P01_76_N082_IBD-Chile_A_T_C2,R33P01_77_N085_IBD-Chile_A_T_C2,R33P01_78_N091_IBD-Chile_A_T_C2,R33P01_79_N092_IBD-Chile_A_T_C2,R33P01_80_N094_IBD-Chile_A_T_C2
agilent_57942,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_57950,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_57973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,
agilent_58006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,
agilent_58059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,
agilent_58111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
agilent_58222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
agilent_58236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
agilent_58299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58398,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58467,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58471,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
agilent_585,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58574,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
agilent_58607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58697,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58706,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58843,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
agilent_58858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
agilent_58871,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58963,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_58992,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
agilent_59029,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,,,,,,,,,,
agilent_59146,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59147,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,0.011,,0,,,,,,,,,0.001,,,,,0,,,,
agilent_59212,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
agilent_5938,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
agilent_59509,,,,,,,,,,0,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
agilent_59582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59596,,0.012,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
agilent_59610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
agilent_59651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
agilent_59672,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_5972,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59756,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
agilent_59780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,
agilent_59854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59860,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59864,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_59916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
agilent_6000,0,,,,,,,,,,,0,,,,0,0,0,,,,0,,,,,,,0,,,0,,,,,,0,,0,,,,,0,,,,,,,,,,,,,0,,,0,,,,0,,,,,0.001,,,,,,,,,0,
agilent_6001,0.049,,,,,,,,,,,0,,,,0,0,0,,,,0,,,,,,,0,,,0,,,,,,0,,0,,,,,0,,,,,,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,0,
agilent_6002,0.013,,,,,,,,,,,0,,,,0,0,0,,,,0,,,,,,,0,,,0,,,,,,0,,0,,,,,0,,,,,,,,,,,,,0,,,0.002,,,,0,,,,,,,,,,,,,,0,
agilent_60032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_6004,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
agilent_60071,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
agilent_60074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
agilent_60126,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
agilent_60251,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
agilent_60256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,0.004,,,,,,,,,,,,,,,,,,,,,,,0,,,
agilent_60275,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_6029,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,
agilent_60297,,0.014,,,,0,,0.015,,,,,,,0.014,,,,,0,,,,,0,0,,0.001,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0.007,,,,,0.047,,,0,,0,0.006,0,0.003,,,,,,,,,,,
agilent_603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60340,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_6035,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,0.031,,0.003,,,,,,,,,,,,,,0.003,,,,
agilent_60369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
agilent_60427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,
agilent_60471,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60514,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,
agilent_60552,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60579,,,,,,,,,,,,0.017,,,,,,0,,,,,,,0,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,0.004,0,,,,,,,,,,0.017,,,,,,,,,,,,
agilent_60760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60767,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
agilent_60809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
agilent_60833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
agilent_60874,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
agilent_60912,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60934,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_60935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,
agilent_610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
agilent_6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61001,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,
agilent_61046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61084,0,,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0.006,0,0,0,0,,0,0,0.028,0,0,,0,0,,0.005,0,0,0,0,0,,0,0,,0,0,0,0.002,0,0,0,0,,0,0,,0.015,0,,0,0
agilent_61109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,
agilent_61168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_6129,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027
agilent_61347,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
agilent_61396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
agilent_61451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
agilent_61522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,,,,
agilent_61545,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
agilent_61621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
agilent_61639,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
agilent_61700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
agilent_61772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_6180,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61826,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61837,,,,,,,,,,,,,,,,0.011,,,,,,,,,,,,,0.001,0,,,,,,,,,,,,,,,,0.038,,0.042,,,,,0.002,,0.043,,,,,,,,,,0.009,,,,,,,,,,,,,,0,
agilent_6184,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agilent_61847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
